dat,clos
2007-10-18,1799.93
2007-10-19,1801.42
2007-10-22,1772.35
2007-10-23,1799.36
2007-10-24,1792.05
2007-10-25,1816.9
2007-10-26,1854.47
2007-10-29,1872
2007-10-30,1855.63
2007-10-31,1874.73
2007-11-01,1866.49
2007-11-02,1879.41
2007-11-06,1907.63
2007-11-07,1903.55
2007-11-08,1917.29
2007-11-09,1891.27
2007-11-12,1890.01
2007-11-13,1868.62
2007-11-14,1878
2007-11-15,1855.98
2007-11-16,1833.28
2007-11-19,1805.84
2007-11-20,1816
2007-11-21,1785.39
2007-11-22,1776.84
2007-11-23,1793.03
2007-11-26,1816.85
2007-11-27,1791.89
2007-11-28,1813.09
2007-11-29,1822.59
2007-11-30,1850.64
2007-12-03,1838.78
2007-12-04,1834.73
2007-12-05,1895.39
2007-12-06,1891.16
2007-12-07,1913.38
2007-12-10,1945.53
2007-12-11,1951.38
2007-12-12,1969.91
2007-12-13,1928.99
2007-12-14,1895.25
2007-12-17,1887.61
2007-12-18,1908.63
2007-12-19,1899.42
2007-12-20,1926.45
2007-12-21,1931.2
2007-12-24,1929.31
2007-12-25,1918.75
2007-12-26,1904.27
2007-12-27,1907.39
2007-12-28,1888.86
2008-01-09,1906.86
2008-01-10,1912.29
2008-01-11,1914.48
2008-01-14,1931.14
2008-01-15,1921.38
2008-01-16,1839.04
2008-01-17,1805.42
2008-01-18,1788.34
2008-01-21,1654.83
2008-01-22,1636.79
2008-01-23,1570.9
2008-01-24,1661.99
2008-01-25,1705.2
2008-01-28,1635.33
2008-01-29,1678.42
2008-01-30,1642.63
2008-01-31,1574.33
2008-02-01,1640.49
2008-02-04,1677.78
2008-02-05,1632.37
2008-02-06,1631.1
2008-02-07,1581.96
2008-02-08,1568.88
2008-02-11,1605.1
2008-02-12,1665.47
2008-02-13,1688.3
2008-02-14,1687.9
2008-02-15,1655.31
2008-02-18,1692.38
2008-02-19,1706.47
2008-02-20,1683.43
2008-02-21,1723.02
2008-02-22,1721.11
2008-02-26,1726.03
2008-02-27,1710.73
2008-02-28,1689.5
2008-02-29,1660.42
2008-03-03,1643.31
2008-03-04,1636.2
2008-03-05,1655.66
2008-03-06,1652.01
2008-03-07,1619.3
2008-03-11,1674.47
2008-03-12,1677.41
2008-03-13,1647.52
2008-03-14,1651.91
2008-03-17,1582.02
2008-03-18,1607.84
2008-03-19,1602.52
2008-03-20,1569.18
2008-03-21,1576.47
2008-03-24,1623.35
2008-03-25,1594.02
2008-03-26,1593.73
2008-03-27,1618.61
2008-03-28,1627.87
2008-03-31,1628.43
2008-04-01,1640.75
2008-04-02,1652.86
2008-04-03,1631.2
2008-04-04,1635.04
2008-04-07,1673.78
2008-04-08,1655.59
2008-04-09,1681.54
2008-04-10,1684.56
2008-04-11,1649
2008-04-14,1638.29
2008-04-15,1661.02
2008-04-16,1690.59
2008-04-17,1672.75
2008-04-18,1706.63
2008-04-21,1686.88
2008-04-22,1680.96
2008-04-23,1673.59
2008-04-24,1646.75
2008-04-25,1668.86
2008-04-28,1675.34
2008-04-29,1668.28
2008-04-30,1667.35
2008-05-05,1688.31
2008-05-06,1694.44
2008-05-07,1739.26
2008-05-08,1795.67
2008-05-12,1822
2008-05-13,1839.78
2008-05-14,1904.2
2008-05-15,1895.3
2008-05-16,1943.88
2008-05-19,1956.14
2008-05-20,1930.76
2008-05-21,1952.84
2008-05-22,1894.85
2008-05-23,1909.67
2008-05-26,1894.91
2008-05-27,1856.81
2008-05-28,1871.25
2008-05-29,1908.35
2008-05-30,1925.24
2008-06-02,1915.84
2008-06-03,1901.09
2008-06-04,1842.77
2008-06-05,1842.98
2008-06-06,1852.4
2008-06-09,1827.91
2008-06-10,1811.29
2008-06-11,1826.67
2008-06-16,1831.99
2008-06-17,1856.59
2008-06-18,1851.09
2008-06-19,1848.52
2008-06-20,1829.22
2008-06-23,1800.99
2008-06-24,1761.8
2008-06-25,1764.32
2008-06-26,1757.46
2008-06-27,1765.91
2008-06-30,1753.67
2008-07-01,1693.21
2008-07-02,1709.17
2008-07-03,1695.47
2008-07-04,1666.75
2008-07-07,1679.32
2008-07-08,1665.04
2008-07-09,1655.75
2008-07-10,1659.57
2008-07-11,1622.01
2008-07-14,1666.47
2008-07-15,1629.28
2008-07-16,1640.9
2008-07-17,1689.3
2008-07-18,1623.09
2008-07-21,1634.36
2008-07-22,1606.11
2008-07-23,1603.04
2008-07-24,1573.53
2008-07-25,1487.1
2008-07-28,1456.16
2008-07-29,1439.01
2008-07-30,1501.2
2008-07-31,1495.33
2008-08-01,1492.55
2008-08-04,1451.47
2008-08-05,1397.46
2008-08-06,1412.09
2008-08-07,1434.89
2008-08-08,1359.62
2008-08-11,1412.25
2008-08-12,1449.34
2008-08-13,1424.44
2008-08-14,1444.76
2008-08-15,1460.2
2008-08-18,1448.64
2008-08-19,1361.54
2008-08-20,1386.59
2008-08-21,1394.53
2008-08-22,1374.69
2008-08-25,1320.58
2008-08-26,1292.92
2008-08-27,1302.58
2008-08-28,1365.29
2008-08-29,1348.92
2008-09-01,1366.24
2008-09-02,1368.99
2008-09-03,1324.99
2008-09-04,1281.86
2008-09-05,1234.71
2008-09-08,1273.78
2008-09-09,1158.07
2008-09-10,1114.67
2008-09-11,1073.02
2008-09-12,1137.76
2008-09-15,1067.45
2008-09-16,881.17
2008-09-17,853.93
2008-09-19,1098.95
2008-09-22,1105.73
2008-09-23,1071.18
2008-09-24,1105.72
2008-09-25,1095.51
2008-09-26,1079.04
2008-09-29,1019.64
2008-09-30,1027.66
2008-10-01,1017.17
2008-10-02,976.12
2008-10-03,924.55
2008-10-06,752
2008-10-07,744.76
2008-10-08,637.87
2008-10-09,700.37
2008-10-13,666.37
2008-10-14,755.22
2008-10-15,689.71
2008-10-16,626.85
2008-10-17,599.64
2008-10-20,626.42
2008-10-21,652.51
2008-10-22,628.12
2008-10-23,598.87
2008-10-24,513.62
2008-10-28,534.87
2008-10-29,608.88
2008-10-30,727.39
2008-10-31,731.96
2008-11-05,775.19
2008-11-06,700.59
2008-11-07,725.93
2008-11-10,741.51
2008-11-11,647.8
2008-11-13,598.43
2008-11-14,592.07
2008-11-17,560.86
2008-11-18,579.17
2008-11-19,558.12
2008-11-20,533.7
2008-11-21,516.93
2008-11-24,604.87
2008-11-25,595.15
2008-11-26,588.02
2008-11-27,616.69
2008-11-28,611.32
2008-12-01,567.25
2008-12-02,579.91
2008-12-03,567
2008-12-04,567.94
2008-12-05,562.34
2008-12-08,618.28
2008-12-09,607.8
2008-12-10,618.64
2008-12-11,628.88
2008-12-12,620.53
2008-12-15,642.08
2008-12-16,644.62
2008-12-17,642.38
2008-12-18,608.06
2008-12-19,612.05
2008-12-22,633.63
2008-12-23,661.33
2008-12-24,645.21
2008-12-25,627.78
2008-12-26,608.55
2008-12-29,613.78
2008-12-30,617.83
2008-12-31,619.53
2009-01-12,653.28
2009-01-13,655.16
2009-01-14,610.36
2009-01-15,605.69
2009-01-16,608.63
2009-01-19,586.97
2009-01-20,569.82
2009-01-21,583.39
2009-01-22,557.57
2009-01-23,553.62
2009-01-26,613.56
2009-01-27,602.9
2009-01-28,622.54
2009-01-29,619.25
2009-01-30,624.9
2009-02-02,626.41
2009-02-03,626.02
2009-02-04,635.89
2009-02-05,623.19
2009-02-06,656.09
2009-02-09,698.68
2009-02-10,728.01
2009-02-11,726.7
2009-02-12,690.34
2009-02-13,732.21
2009-02-16,711.99
2009-02-17,645.18
2009-02-18,627.95
2009-02-19,646.52
2009-02-20,631.66
2009-02-24,629.31
2009-02-25,632.78
2009-02-26,672.3
2009-02-27,666.05
2009-03-02,646.79
2009-03-03,654.14
2009-03-04,685.65
2009-03-05,671.91
2009-03-06,688.87
2009-03-10,750.19
2009-03-11,738.95
2009-03-12,728.23
2009-03-13,749.29
2009-03-16,762.75
2009-03-17,772.44
2009-03-18,743.05
2009-03-19,784.94
2009-03-20,792.05
2009-03-23,849.82
2009-03-24,815.79
2009-03-25,851.35
2009-03-26,849.53
2009-03-27,815.27
2009-03-30,763.36
2009-03-31,772.93
2009-04-01,787.22
2009-04-02,837.91
2009-04-03,837.94
2009-04-06,836.09
2009-04-07,843.34
2009-04-08,872.74
2009-04-09,922.68
2009-04-10,927.38
2009-04-13,904.86
2009-04-14,918.61
2009-04-15,906
2009-04-16,917.1
2009-04-17,932.9
2009-04-20,882.5
2009-04-21,877.21
2009-04-22,904.95
2009-04-23,928.14
2009-04-24,922.99
2009-04-27,902.45
2009-04-28,887.48
2009-04-29,922.01
2009-04-30,920.35
2009-05-04,957.77
2009-05-05,957.05
2009-05-06,986.12
2009-05-07,1011.67
2009-05-08,1028.91
2009-05-12,1059.54
2009-05-13,1007.88
2009-05-14,1000.62
2009-05-15,1002.19
2009-05-18,1012.89
2009-05-19,1041.84
2009-05-20,1094.73
2009-05-21,1034.37
2009-05-22,1054.03
2009-05-25,1050.95
2009-05-26,1040.9
2009-05-27,1059.6
2009-05-28,1075.02
2009-05-29,1123.38
2009-06-01,1206.2
2009-06-02,1198.58
2009-06-03,1109.21
2009-06-04,1120.46
2009-06-05,1144.27
2009-06-08,1120.32
2009-06-09,1113.83
2009-06-10,1133.69
2009-06-11,1138.52
2009-06-15,1078.1
2009-06-16,1099.42
2009-06-17,1039.43
2009-06-18,1020.95
2009-06-19,1017.29
2009-06-22,937.98
2009-06-23,917.3
2009-06-24,984.86
2009-06-25,961.15
2009-06-26,960.16
2009-06-29,989.3
2009-06-30,971.55
2009-07-01,1012.48
2009-07-02,977.09
2009-07-03,974.07
2009-07-06,925.21
2009-07-07,927.01
2009-07-08,904.58
2009-07-09,896.2
2009-07-10,871.33
2009-07-13,881.15
2009-07-14,891.41
2009-07-15,941.21
2009-07-16,938.73
2009-07-17,966.18
2009-07-20,985.81
2009-07-21,1002.88
2009-07-22,980.71
2009-07-23,1031.37
2009-07-24,1026.95
2009-07-27,1036.27
2009-07-28,1002.27
2009-07-29,986.8
2009-07-30,1046.46
2009-07-31,1053.3
2009-08-03,1098.95
2009-08-04,1102.1
2009-08-05,1084.16
2009-08-06,1092
2009-08-07,1115.41
2009-08-10,1101.19
2009-08-11,1069.31
2009-08-12,1086.41
2009-08-13,1100.57
2009-08-14,1072.74
2009-08-17,1035.4
2009-08-18,1035.45
2009-08-19,1034.08
2009-08-20,1062.87
2009-08-21,1106.05
2009-08-24,1120.54
2009-08-25,1115.85
2009-08-26,1099.77
2009-08-27,1080.05
2009-08-28,1111.33
2009-08-31,1091.98
2009-09-01,1104.98
2009-09-02,1076.69
2009-09-03,1093.72
2009-09-04,1085.58
2009-09-07,1111.92
2009-09-08,1149.81
2009-09-09,1159.95
2009-09-10,1154.12
2009-09-11,1175.15
2009-09-14,1174.95
2009-09-15,1203.97
2009-09-16,1217.67
2009-09-17,1205.12
2009-09-18,1208.35
2009-09-21,1165.11
2009-09-22,1202.92
2009-09-23,1198.83
2009-09-24,1177.26
2009-09-25,1187.86
2009-09-28,1208.19
2009-09-29,1212.75
2009-09-30,1197.2
2009-10-01,1211.44
2009-10-02,1175.83
2009-10-05,1178.17
2009-10-06,1220.45
2009-10-07,1226.17
2009-10-08,1278.53
2009-10-09,1308.14
2009-10-12,1357.44
2009-10-13,1320.7
2009-10-14,1362.86
2009-10-15,1341.64
2009-10-16,1317.07
2009-10-19,1365.24
2009-10-20,1361.75
2009-10-21,1373.2
2009-10-22,1359.06
2009-10-23,1365.09
2009-10-26,1358.31
2009-10-27,1333.32
2009-10-28,1253.35
2009-10-29,1291.99
2009-10-30,1237.18
2009-11-02,1266.3
2009-11-03,1218.42
2009-11-05,1258.5
2009-11-06,1241.92
2009-11-09,1304.62
2009-11-10,1322.8
2009-11-11,1316.19
2009-11-12,1315.78
2009-11-13,1310.27
2009-11-16,1365.18
2009-11-17,1353.61
2009-11-18,1371.82
2009-11-19,1335.52
2009-11-20,1334.15
2009-11-23,1355.05
2009-11-24,1331.12
2009-11-25,1312.07
2009-11-26,1268.92
2009-11-27,1286.04
2009-11-30,1284.95
2009-12-01,1319.35
2009-12-02,1325.76
2009-12-03,1311.08
2009-12-04,1342.58
2009-12-07,1322.09
2009-12-08,1310.97
2009-12-09,1302.37
2009-12-10,1304.61
2009-12-11,1301.33
2009-12-14,1317.33
2009-12-15,1332.29
2009-12-16,1388.59
2009-12-17,1360.48
2009-12-18,1368.43
2009-12-21,1377.93
2009-12-22,1366.18
2009-12-23,1366.78
2009-12-24,1351.19
2009-12-25,1357.11
2009-12-28,1361.58
2009-12-29,1368.51
2009-12-30,1362.01
2009-12-31,1370.01
2010-01-11,1444.78
2010-01-12,1427.67
2010-01-13,1435.01
2010-01-14,1455.65
2010-01-15,1452.67
2010-01-18,1479.53
2010-01-19,1484.03
2010-01-20,1461.23
2010-01-21,1435.9
2010-01-22,1410.38
2010-01-25,1415.86
2010-01-26,1384.79
2010-01-27,1391.25
2010-01-28,1406.55
2010-01-29,1419.42
2010-02-01,1417
2010-02-02,1436.63
2010-02-03,1431.08
2010-02-04,1395.87
2010-02-05,1355.64
2010-02-08,1322.15
2010-02-09,1338.16
2010-02-10,1327.24
2010-02-11,1329.35
2010-02-12,1304.86
2010-02-15,1319.22
2010-02-16,1361.49
2010-02-17,1354.09
2010-02-18,1338.77
2010-02-19,1353.75
2010-02-24,1334.53
2010-02-25,1306.46
2010-02-26,1323.72
2010-03-01,1356.27
2010-03-02,1368.09
2010-03-03,1379.32
2010-03-04,1384.44
2010-03-05,1414.37
2010-03-09,1412.55
2010-03-10,1402.35
2010-03-11,1395.91
2010-03-12,1415.75
2010-03-15,1400.19
2010-03-16,1420.76
2010-03-17,1435.31
2010-03-18,1433.45
2010-03-19,1421.09
2010-03-22,1417.55
2010-03-23,1410.61
2010-03-24,1404.77
2010-03-25,1406.66
2010-03-26,1415.54
2010-03-29,1440.2
2010-03-30,1443.81
2010-03-31,1450.15
2010-04-01,1479.66
2010-04-02,1480.17
2010-04-05,1487.55
2010-04-06,1498.64
2010-04-07,1478.44
2010-04-08,1476.59
2010-04-09,1496.88
2010-04-12,1502.66
2010-04-13,1499.34
2010-04-14,1526.61
2010-04-15,1530.93
2010-04-16,1495.08
2010-04-19,1459.17
2010-04-20,1473.92
2010-04-21,1465.87
2010-04-22,1443.36
2010-04-23,1467.62
2010-04-26,1484.26
2010-04-27,1464.17
2010-04-28,1430.28
2010-04-29,1455.14
2010-04-30,1436.04
2010-05-04,1393.07
2010-05-05,1378.43
2010-05-06,1365.13
2010-05-07,1288.61
2010-05-11,1334.15
2010-05-12,1391.87
2010-05-13,1378.7
2010-05-14,1352.01
2010-05-17,1357.26
2010-05-18,1362.32
2010-05-19,1320.9
2010-05-20,1263.99
2010-05-21,1264.91
2010-05-24,1269.37
2010-05-25,1197.39
2010-05-26,1265.18
2010-05-27,1305.99
2010-05-28,1309.09
2010-05-31,1332.62
2010-06-01,1325.49
2010-06-02,1341.24
2010-06-03,1350.48
2010-06-04,1333.49
2010-06-07,1322
2010-06-08,1301.41
2010-06-09,1315.13
2010-06-10,1340.09
2010-06-11,1336.09
2010-06-15,1371.31
2010-06-16,1369.59
2010-06-17,1356.18
2010-06-18,1367.71
2010-06-21,1406.21
2010-06-22,1388.11
2010-06-23,1377.97
2010-06-24,1363.15
2010-06-25,1347.58
2010-06-28,1363.4
2010-06-29,1323.29
2010-06-30,1309.31
2010-07-01,1254.65
2010-07-02,1288.05
2010-07-05,1292.19
2010-07-06,1327.63
2010-07-07,1327.77
2010-07-08,1320.64
2010-07-09,1324.17
2010-07-12,1344.57
2010-07-13,1367.91
2010-07-14,1358.6
2010-07-15,1340.2
2010-07-16,1327.55
2010-07-19,1336.55
2010-07-20,1328.71
2010-07-21,1354.83
2010-07-22,1381.36
2010-07-23,1380.86
2010-07-26,1396.92
2010-07-27,1401.56
2010-07-28,1394.89
2010-07-29,1418.35
2010-07-30,1397.12
2010-08-02,1429.36
2010-08-03,1412.25
2010-08-04,1418.05
2010-08-05,1414.65
2010-08-06,1403.08
2010-08-09,1419.2
2010-08-10,1397.66
2010-08-11,1376.88
2010-08-12,1375.54
2010-08-13,1371.46
2010-08-16,1373.22
2010-08-17,1391.47
2010-08-18,1386.8
2010-08-19,1375.11
2010-08-20,1366.32
2010-08-23,1366.76
2010-08-24,1339.82
2010-08-25,1334.66
2010-08-26,1356.43
2010-08-27,1366.5
2010-08-30,1370.77
2010-08-31,1368.9
2010-09-01,1394.57
2010-09-02,1401.81
2010-09-03,1410.16
2010-09-06,1408.64
2010-09-07,1398.7
2010-09-08,1422.08
2010-09-09,1437.47
2010-09-10,1433.82
2010-09-13,1441.58
2010-09-14,1433.22
2010-09-15,1436.38
2010-09-16,1431.09
2010-09-17,1417.65
2010-09-20,1426.84
2010-09-21,1433.9
2010-09-22,1431.21
2010-09-23,1430.12
2010-09-24,1436.06
2010-09-27,1418.67
2010-09-28,1410.11
2010-09-29,1419.18
2010-09-30,1440.3
2010-10-01,1455.63
2010-10-04,1465.09
2010-10-05,1474.03
2010-10-06,1475.12
2010-10-07,1468.31
2010-10-08,1464.67
2010-10-11,1482.11
2010-10-12,1477.78
2010-10-13,1493.21
2010-10-14,1489.06
2010-10-15,1491.48
2010-10-18,1500.65
2010-10-19,1490.49
2010-10-20,1493.49
2010-10-21,1528.11
2010-10-22,1519.3
2010-10-25,1528.24
2010-10-26,1524.83
2010-10-27,1507.05
2010-10-28,1506.6
2010-10-29,1523.39
2010-11-01,1533.7
2010-11-02,1537.27
2010-11-03,1540.11
2010-11-08,1568.26
2010-11-09,1594.72
2010-11-10,1574.63
2010-11-11,1556.43
2010-11-12,1548.96
2010-11-15,1556.18
2010-11-16,1526.64
2010-11-17,1533.92
2010-11-18,1552.21
2010-11-19,1556.8
2010-11-22,1550.42
2010-11-23,1536.87
2010-11-24,1561.97
2010-11-25,1571.31
2010-11-26,1566.41
2010-11-29,1554.65
2010-11-30,1565.52
2010-12-01,1601.76
2010-12-02,1632.37
2010-12-03,1649.56
2010-12-06,1672.57
2010-12-07,1676.41
2010-12-08,1650.08
2010-12-09,1660.62
2010-12-10,1656.34
2010-12-13,1662.45
2010-12-14,1666.28
2010-12-15,1670.26
2010-12-16,1660.2
2010-12-17,1666.84
2010-12-20,1663.11
2010-12-21,1673.83
2010-12-22,1682.61
2010-12-23,1684.52
2010-12-24,1675.81
2010-12-27,1663.55
2010-12-28,1664.86
2010-12-29,1677.68
2010-12-30,1687.99
2011-01-11,1713.97
2011-01-12,1759.46
2011-01-13,1749.75
2011-01-14,1744.74
2011-01-17,1771.66
2011-01-18,1765.3
2011-01-19,1764.44
2011-01-20,1733.89
2011-01-21,1747.39
2011-01-24,1720.7
2011-01-25,1716.24
2011-01-26,1746.55
2011-01-27,1751.54
2011-01-28,1735.01
2011-01-31,1723.42
2011-02-01,1755.95
2011-02-02,1765.42
2011-02-03,1749.78
2011-02-04,1766.53
2011-02-07,1767.31
2011-02-08,1729.53
2011-02-09,1723.32
2011-02-10,1676.77
2011-02-11,1713.93
2011-02-14,1708.43
2011-02-15,1695.98
2011-02-16,1707.14
2011-02-17,1692.91
2011-02-18,1690.11
2011-02-21,1712.63
2011-02-22,1700.98
2011-02-24,1715.2
2011-02-25,1747.72
2011-02-28,1777.84
2011-03-01,1758.44
2011-03-02,1765.38
2011-03-03,1772.83
2011-03-04,1764.96
2011-03-09,1779.24
2011-03-10,1731.8
2011-03-11,1719.95
2011-03-14,1726.78
2011-03-15,1700.54
2011-03-16,1705.18
2011-03-17,1737.62
2011-03-18,1747.32
2011-03-21,1753.19
2011-03-22,1741.34
2011-03-23,1770.56
2011-03-24,1795.4
2011-03-25,1807.46
2011-03-28,1810.9
2011-03-29,1788.14
2011-03-30,1815.6
2011-03-31,1813.59
2011-04-01,1843.43
2011-04-04,1852.02
2011-04-05,1848.21
2011-04-06,1859.99
2011-04-07,1844.33
2011-04-08,1855.97
2011-04-11,1845.78
2011-04-12,1799.94
2011-04-13,1809.83
2011-04-14,1781.51
2011-04-15,1780.36
2011-04-18,1714.07
2011-04-19,1755.63
2011-04-20,1783.38
2011-04-21,1780.6
2011-04-22,1793.96
2011-04-25,1769.94
2011-04-26,1766.28
2011-04-27,1744.95
2011-04-28,1749.65
2011-04-29,1741.84
2011-05-03,1691.45
2011-05-04,1657.54
2011-05-05,1644.92
2011-05-06,1681.01
2011-05-10,1678.13
2011-05-11,1654.78
2011-05-12,1630.78
2011-05-13,1632.23
2011-05-16,1622.98
2011-05-17,1608.66
2011-05-18,1627.03
2011-05-19,1630.72
2011-05-20,1603.97
2011-05-23,1573.14
2011-05-24,1598.82
2011-05-25,1614.86
2011-05-26,1606.21
2011-05-27,1638.06
2011-05-30,1644.99
2011-05-31,1666.3
2011-06-01,1650.68
2011-06-02,1658.39
2011-06-03,1633.02
2011-06-06,1633.49
2011-06-07,1662.71
2011-06-08,1664.83
2011-06-09,1692.34
2011-06-10,1683.96
2011-06-14,1681.66
2011-06-15,1678.82
2011-06-16,1671.1
2011-06-17,1645.82
2011-06-20,1626.14
2011-06-21,1635.38
2011-06-22,1640.13
2011-06-23,1607.91
2011-06-24,1633.99
2011-06-27,1626.95
2011-06-28,1651.5
2011-06-29,1660
2011-06-30,1666.59
2011-07-01,1698.1
2011-07-04,1706.12
2011-07-05,1709.99
2011-07-06,1705.41
2011-07-07,1740.53
2011-07-08,1724.57
2011-07-11,1701.48
2011-07-12,1705.92
2011-07-13,1714.19
2011-07-14,1715.49
2011-07-15,1714.6
2011-07-18,1687.63
2011-07-19,1700.13
2011-07-20,1701.37
2011-07-21,1729
2011-07-22,1728.84
2011-07-25,1726.93
2011-07-26,1722.11
2011-07-27,1706.28
2011-07-28,1720.38
2011-07-29,1705.18
2011-08-01,1725.1
2011-08-02,1713.25
2011-08-03,1655.36
2011-08-04,1620.68
2011-08-05,1587
2011-08-08,1499.79
2011-08-09,1497.81
2011-08-10,1431.41
2011-08-11,1438.91
2011-08-12,1470.56
2011-08-15,1510.69
2011-08-16,1481.18
2011-08-17,1509.19
2011-08-18,1452.83
2011-08-19,1438.74
2011-08-22,1443.93
2011-08-23,1444.11
2011-08-24,1461.62
2011-08-25,1442.51
2011-08-26,1458.84
2011-08-29,1512.36
2011-08-30,1514.1
2011-08-31,1546.05
2011-09-01,1551.58
2011-09-02,1515.89
2011-09-05,1492.83
2011-09-06,1499.7
2011-09-07,1546.52
2011-09-08,1556.46
2011-09-09,1518.22
2011-09-12,1493.19
2011-09-13,1498.16
2011-09-14,1504.92
2011-09-15,1525.28
2011-09-16,1511.5
2011-09-19,1493.19
2011-09-20,1519.95
2011-09-21,1507.25
2011-09-22,1389.43
2011-09-23,1327.19
2011-09-26,1346.86
2011-09-27,1380.42
2011-09-28,1377.87
2011-09-29,1407.71
2011-09-30,1366.54
2011-10-03,1344.66
2011-10-04,1267.77
2011-10-05,1265.67
2011-10-06,1318.29
2011-10-07,1351.42
2011-10-10,1380.86
2011-10-11,1364.06
2011-10-12,1396.51
2011-10-13,1388.77
2011-10-14,1431.92
2011-10-17,1403.05
2011-10-18,1425.24
2011-10-19,1420.5
2011-10-20,1418.85
2011-10-21,1447.01
2011-10-24,1482.81
2011-10-25,1462.17
2011-10-26,1499.79
2011-10-27,1525.52
2011-10-28,1526.57
2011-10-31,1498.6
2011-11-01,1456.29
2011-11-02,1488.86
2011-11-03,1501.18
2011-11-07,1521.01
2011-11-08,1520.88
2011-11-09,1470.8
2011-11-10,1489.58
2011-11-11,1484.97
2011-11-14,1484.38
2011-11-15,1487.84
2011-11-16,1483.24
2011-11-17,1475.32
2011-11-18,1460.56
2011-11-21,1390.56
2011-11-22,1401.91
2011-11-23,1404.26
2011-11-24,1392.75
2011-11-25,1410.84
2011-11-28,1466.22
2011-11-29,1454.67
2011-11-30,1499.62
2011-12-01,1505.27
2011-12-02,1505.77
2011-12-05,1517.89
2011-12-06,1457.9
2011-12-07,1448.39
2011-12-08,1456.36
2011-12-09,1396.28
2011-12-12,1349.96
2011-12-13,1378.56
2011-12-14,1372.42
2011-12-15,1393.61
2011-12-16,1383.42
2011-12-19,1382.88
2011-12-20,1409.84
2011-12-21,1385.17
2011-12-22,1385.66
2011-12-23,1376.11
2011-12-26,1390.08
2011-12-27,1386.14
2011-12-28,1383.09
2011-12-29,1387.06
2011-12-30,1402.23
2012-01-03,1444.76
2012-01-04,1447.59
2012-01-05,1434.91
2012-01-06,1440.6
2012-01-09,1448.36
2012-01-10,1476.88
2012-01-11,1465.47
2012-01-12,1464.53
2012-01-13,1463.43
2012-01-16,1464.42
2012-01-17,1486.34
2012-01-18,1493.7
2012-01-19,1503.7
2012-01-20,1491.15
2012-01-23,1499.27
2012-01-24,1488.7
2012-01-25,1498.79
2012-01-26,1514.72
2012-01-27,1508.04
2012-01-30,1496.3
2012-01-31,1514.03
2012-02-01,1539.36
2012-02-02,1542.39
2012-02-03,1564.82
2012-02-06,1562.87
2012-02-07,1549.49
2012-02-08,1555.11
2012-02-09,1541.64
2012-02-10,1525.17
2012-02-13,1559.21
2012-02-14,1562.13
2012-02-15,1579.38
2012-02-16,1570.36
2012-02-17,1568.54
2012-02-20,1579.19
2012-02-21,1558.98
2012-02-22,1538.17
2012-02-24,1594.55
2012-02-27,1592.66
2012-02-28,1574.1
2012-02-29,1597.67
2012-03-01,1595.78
2012-03-02,1608.08
2012-03-05,1625.74
2012-03-06,1562.19
2012-03-07,1572.83
2012-03-12,1604.26
2012-03-13,1611.88
2012-03-14,1631.15
2012-03-15,1626.63
2012-03-16,1618.99
2012-03-19,1586.41
2012-03-20,1558.65
2012-03-21,1551.78
2012-03-22,1529.51
2012-03-23,1540.97
2012-03-26,1565.12
2012-03-27,1554.28
2012-03-28,1520.37
2012-03-29,1494.86
2012-03-30,1517.34
2012-04-02,1521.9
2012-04-03,1550.05
2012-04-04,1512.88
2012-04-05,1525.11
2012-04-06,1497.19
2012-04-09,1510.49
2012-04-10,1498.07
2012-04-11,1505.77
2012-04-12,1501.63
2012-04-13,1502.65
2012-04-16,1477.71
2012-04-17,1471.61
2012-04-18,1468.55
2012-04-19,1496.6
2012-04-20,1505.1
2012-04-23,1466.34
2012-04-24,1457.4
2012-04-25,1461.85
2012-04-26,1447.06
2012-04-27,1469.65
2012-05-02,1446.04
2012-05-03,1442.71
2012-05-04,1391.14
2012-05-07,1385.14
2012-05-08,1384.02
2012-05-10,1408.31
2012-05-11,1392
2012-05-14,1337.42
2012-05-15,1344.75
2012-05-16,1335.1
2012-05-17,1287.79
2012-05-18,1271.48
2012-05-21,1298.42
2012-05-22,1301.09
2012-05-23,1256.55
2012-05-24,1284.48
2012-05-25,1281.6
2012-05-28,1290.72
2012-05-29,1327.08
2012-05-30,1308.3
2012-05-31,1306.42
2012-06-01,1298.08
2012-06-04,1305.86
2012-06-05,1297.04
2012-06-06,1313.21
2012-06-07,1336.33
2012-06-08,1332.92
2012-06-13,1346.43
2012-06-14,1346.04
2012-06-15,1375.23
2012-06-18,1389
2012-06-19,1389.97
2012-06-20,1374.69
2012-06-21,1363.58
2012-06-22,1347.15
2012-06-25,1330.15
2012-06-26,1342.82
2012-06-27,1365.93
2012-06-28,1342.91
2012-06-29,1387.52
2012-07-02,1402.74
2012-07-03,1437.45
2012-07-04,1444.31
2012-07-05,1435.76
2012-07-06,1414.28
2012-07-09,1414.62
2012-07-10,1422.58
2012-07-11,1405.15
2012-07-12,1394.3
2012-07-13,1416.5
2012-07-16,1422.03
2012-07-17,1430.17
2012-07-18,1426.29
2012-07-19,1434.47
2012-07-20,1415.38
2012-07-23,1372.97
2012-07-24,1365.75
2012-07-25,1367.67
2012-07-26,1384.06
2012-07-27,1406.3
2012-07-30,1428.62
2012-07-31,1407.02
2012-08-01,1411.85
2012-08-02,1397.05
2012-08-03,1421.28
2012-08-06,1439.06
