dat,clos
2002-10-17,310.27
2002-10-18,310.01
2002-10-21,311.45
2002-10-22,310
2002-10-23,309.24
2002-10-24,301.49
2002-10-25,300.06
2002-10-28,306.81
2002-10-29,306.3
2002-10-30,306.86
2002-10-31,311.41
2002-11-01,310.74
2002-11-04,312.58
2002-11-05,306.28
2002-11-06,301.89
2002-11-11,301.36
2002-11-12,308.78
2002-11-13,309.41
2002-11-14,307.01
2002-11-15,309.48
2002-11-18,313.59
2002-11-19,309.76
2002-11-20,310.61
2002-11-21,315.81
2002-11-22,316.21
2002-11-25,318.82
2002-11-26,318.91
2002-11-27,317.71
2002-11-28,321.24
2002-11-29,321.41
2002-12-02,318.17
2002-12-03,314.85
2002-12-04,309.73
2002-12-05,310.74
2002-12-06,313.4
2002-12-09,313.78
2002-12-10,309.03
2002-12-11,305.62
2002-12-16,302.18
2002-12-17,311.18
2002-12-18,308.01
2002-12-19,313.5
2002-12-20,314.38
2002-12-23,314.57
2002-12-24,311.63
2002-12-25,314.33
2002-12-26,315.67
2002-12-27,318.8
2002-12-30,317.63
2002-12-31,318.91
2003-01-08,316.13
2003-01-09,322.4
2003-01-10,321.87
2003-01-13,321.27
2003-01-14,320.27
2003-01-15,323.18
2003-01-16,322.92
2003-01-17,317.44
2003-01-20,317.94
2003-01-21,305.73
2003-01-22,306.16
2003-01-23,304.35
2003-01-24,303.97
2003-01-27,302.65
2003-01-28,306.2
2003-01-29,307.22
2003-01-30,311.03
2003-01-31,307.78
2003-02-03,311.53
2003-02-04,310.73
2003-02-05,310.78
2003-02-06,308.18
2003-02-07,314.34
2003-02-10,322.41
2003-02-11,334.15
2003-02-12,330
2003-02-13,329.56
2003-02-14,331.69
2003-02-17,333.58
2003-02-18,334.01
2003-02-19,327.69
2003-02-20,330.61
2003-02-21,333.42
2003-02-25,335.74
2003-02-26,335.67
2003-02-27,338.35
2003-02-28,341.52
2003-03-03,352.24
2003-03-04,348.4
2003-03-05,357.65
2003-03-06,359.97
2003-03-07,354.87
2003-03-11,349.89
2003-03-12,343.24
2003-03-13,346.83
2003-03-14,345.65
2003-03-17,337.83
2003-03-18,330.14
2003-03-19,333.97
2003-03-20,334.91
2003-03-21,338.76
2003-03-24,332.3
2003-03-25,333.57
2003-03-26,333.3
2003-03-27,332.7
2003-03-28,332.88
2003-03-31,325.56
2003-04-01,327.44
2003-04-02,331.02
2003-04-03,326.94
2003-04-04,330.53
2003-04-07,336.3
2003-04-08,337.48
2003-04-09,336.53
2003-04-10,336.76
2003-04-11,338.21
2003-04-14,341.99
2003-04-15,345.97
2003-04-16,344.63
2003-04-17,348.61
2003-04-18,356.81
2003-04-21,363.89
2003-04-22,364.89
2003-04-23,373.05
2003-04-24,366.21
2003-04-25,371.96
2003-04-28,382.74
2003-04-29,376.26
2003-04-30,369.77
2003-05-05,380.22
2003-05-06,379.88
2003-05-07,375.86
2003-05-08,374.79
2003-05-12,385.27
2003-05-13,384.56
2003-05-14,387.04
2003-05-15,391.82
2003-05-16,399.74
2003-05-19,404.33
2003-05-20,399.47
2003-05-21,399.37
2003-05-22,411.22
2003-05-23,415.26
2003-05-26,420.99
2003-05-27,422.57
2003-05-28,426.61
2003-05-29,420.56
2003-05-30,421.08
2003-06-02,413.64
2003-06-03,420.06
2003-06-04,423.82
2003-06-05,420.07
2003-06-06,431.39
2003-06-09,437.14
2003-06-10,421.49
2003-06-11,430.09
2003-06-16,452.34
2003-06-17,456.74
2003-06-18,451.9
2003-06-19,441.21
2003-06-20,443.57
2003-06-23,441.19
2003-06-24,443.59
2003-06-25,455.1
2003-06-26,448.15
2003-06-27,451.02
2003-06-30,455.44
2003-07-01,455.16
2003-07-02,467.98
2003-07-03,460.98
2003-07-04,466.48
2003-07-07,468.05
2003-07-08,463.13
2003-07-09,446.69
2003-07-10,433.37
2003-07-11,427.26
2003-07-14,439.3
2003-07-15,438.55
2003-07-16,410.24
2003-07-17,391.93
2003-07-18,398.8
2003-07-21,410.13
2003-07-22,419.1
2003-07-23,413.98
2003-07-24,426.8
2003-07-25,428.11
2003-07-28,427.96
2003-07-29,417.07
2003-07-30,422.43
2003-07-31,430.3
2003-08-01,419.22
2003-08-04,421.65
2003-08-05,424.41
2003-08-06,431.9
2003-08-07,431.97
2003-08-08,433.47
2003-08-11,442.96
2003-08-12,447.28
2003-08-13,453.36
2003-08-14,457.76
2003-08-15,464.33
2003-08-18,474.91
2003-08-19,476.17
2003-08-20,469.87
2003-08-21,478.31
2003-08-22,479.96
2003-08-25,477.4
2003-08-26,471.13
2003-08-27,469.98
2003-08-28,476.35
2003-08-29,484
2003-09-01,491.9
2003-09-02,501.03
2003-09-03,495.11
2003-09-04,502.29
2003-09-05,497.82
2003-09-08,492.8
2003-09-09,490.25
2003-09-10,495.32
2003-09-11,491.88
2003-09-12,498.22
2003-09-15,505.8
2003-09-16,507.08
2003-09-17,502.12
2003-09-18,501.86
2003-09-19,497.37
2003-09-22,492.65
2003-09-23,504.52
2003-09-24,507.72
2003-09-25,503.83
2003-09-26,502.62
2003-09-29,516.03
2003-09-30,515.17
2003-10-01,521.11
2003-10-02,533.25
2003-10-03,535.8
2003-10-06,540.56
2003-10-07,546.32
2003-10-08,567.52
2003-10-09,559.35
2003-10-10,550.64
2003-10-13,567.38
2003-10-14,570.67
2003-10-15,572.16
2003-10-16,580.1
2003-10-17,583.1
2003-10-20,579.67
2003-10-21,553.45
2003-10-22,527.12
2003-10-23,530.91
2003-10-24,536
2003-10-27,500.42
2003-10-28,509.67
2003-10-29,498.35
2003-10-30,448.76
2003-10-31,468.85
2003-11-03,506.25
2003-11-04,502.78
2003-11-05,493.1
2003-11-06,492.89
2003-11-10,493.72
2003-11-11,482.61
2003-11-12,474.82
2003-11-13,475.43
2003-11-14,472.57
2003-11-17,461.77
2003-11-18,441.18
2003-11-19,429.26
2003-11-20,446.15
2003-11-21,455.32
2003-11-24,469.92
2003-11-25,480.71
2003-11-26,486.74
2003-11-27,488.51
2003-11-28,484.73
2003-12-01,484.21
2003-12-02,493.98
2003-12-03,503.53
2003-12-04,495.53
2003-12-05,494.42
2003-12-08,494.69
2003-12-09,501.74
2003-12-10,501.74
2003-12-11,499.36
2003-12-15,506.22
2003-12-16,497.54
2003-12-17,500.82
2003-12-18,509.94
2003-12-19,519.73
2003-12-22,521.95
2003-12-23,516.85
2003-12-24,511.65
2003-12-25,513.56
2003-12-26,517.58
2003-12-29,518.81
2003-12-30,514.71
2004-01-05,542.19
2004-01-06,543.94
2004-01-08,533.57
2004-01-09,549.69
2004-01-12,536.85
2004-01-13,531.93
2004-01-14,542.45
2004-01-15,523.81
2004-01-16,532.49
2004-01-19,539.17
2004-01-20,541.87
2004-01-21,546.98
2004-01-22,553.17
2004-01-23,563.62
2004-01-26,556.89
2004-01-27,561
2004-01-28,556.33
2004-01-29,562.15
2004-01-30,551.72
2004-02-02,542.56
2004-02-03,551.02
2004-02-04,557.56
2004-02-05,547.79
2004-02-06,549.09
2004-02-09,552.83
2004-02-10,550.29
2004-02-11,552.02
2004-02-12,566.72
2004-02-13,569.07
2004-02-16,570.77
2004-02-17,572.98
2004-02-18,575.76
2004-02-19,570.86
2004-02-20,576.44
2004-02-24,574.01
2004-02-25,578.29
2004-02-26,582.38
2004-02-27,591.09
2004-03-01,606.71
2004-03-02,600.29
2004-03-03,591.9
2004-03-04,592.34
2004-03-05,598.18
2004-03-09,605.84
2004-03-10,594.13
2004-03-11,582.48
2004-03-12,586.86
2004-03-15,583.54
2004-03-16,593.73
2004-03-17,609.02
2004-03-18,617.29
2004-03-19,630.95
2004-03-22,620.14
2004-03-23,624.26
2004-03-24,617.19
2004-03-25,618.01
2004-03-26,619.68
2004-03-29,633.32
2004-03-30,635.74
2004-03-31,644.64
2004-04-01,646.29
2004-04-02,656.68
2004-04-05,664.54
2004-04-06,654.71
2004-04-07,669.01
2004-04-08,678.54
2004-04-09,678.69
2004-04-12,681.48
2004-04-13,661.18
2004-04-14,644.5
2004-04-15,651.86
2004-04-16,637.07
2004-04-19,640.33
2004-04-20,644.5
2004-04-21,614.95
2004-04-22,604.33
2004-04-23,601.75
2004-04-26,599.84
2004-04-27,607.52
2004-04-28,599.15
2004-04-29,559.3
2004-04-30,561.78
2004-05-05,577.91
2004-05-06,571.15
2004-05-07,545.79
2004-05-11,523.32
2004-05-12,540.72
2004-05-13,547.43
2004-05-14,537.17
2004-05-17,560.59
2004-05-18,559.09
2004-05-19,576.59
2004-05-20,576.14
2004-05-21,577.38
2004-05-24,581.95
2004-05-25,559.03
2004-05-26,569.2
2004-05-27,559.99
2004-05-28,530.86
2004-05-31,535.4
2004-06-01,512.99
2004-06-02,533.88
2004-06-03,535.89
2004-06-04,522.29
2004-06-07,536.53
2004-06-08,543.69
2004-06-09,537.08
2004-06-10,530.24
2004-06-11,526.24
2004-06-15,507.07
2004-06-16,508.54
2004-06-17,556
2004-06-18,558.09
2004-06-21,571.82
2004-06-22,556.98
2004-06-23,551.47
2004-06-24,556.16
2004-06-25,549.46
2004-06-28,537.3
2004-06-29,528.56
2004-06-30,534.84
2004-07-01,517.61
2004-07-02,514.29
2004-07-05,518.71
2004-07-06,516.54
2004-07-07,522.78
2004-07-08,520.8
2004-07-09,517.25
2004-07-12,531.63
2004-07-13,542.1
2004-07-14,542.06
2004-07-15,546.81
2004-07-16,544.07
2004-07-19,554.83
2004-07-20,532.67
2004-07-21,524.95
2004-07-22,510.76
2004-07-23,519.32
2004-07-26,509.05
2004-07-27,501.79
2004-07-28,467.72
2004-07-29,482.19
2004-07-30,502.81
2004-08-02,505.11
2004-08-03,503.68
2004-08-04,504.9
2004-08-05,502.45
2004-08-06,500.13
2004-08-09,508.78
2004-08-10,504.67
2004-08-11,489.82
2004-08-12,500.82
2004-08-13,513.37
2004-08-16,517.37
2004-08-17,517.2
2004-08-18,505.14
2004-08-19,513.14
2004-08-20,515.09
2004-08-23,519.3
2004-08-24,519.71
2004-08-25,525.95
2004-08-26,527.72
2004-08-27,536.8
2004-08-30,538.88
2004-08-31,549.28
2004-09-01,550.43
2004-09-02,550.67
2004-09-03,557.59
2004-09-06,563.24
2004-09-07,562.73
2004-09-08,560.87
2004-09-09,566.96
2004-09-10,571.83
2004-09-13,570.76
2004-09-14,581.11
2004-09-15,582.88
2004-09-16,575.44
2004-09-17,579.99
2004-09-20,583.11
2004-09-21,590.84
2004-09-22,587.44
2004-09-23,587.19
2004-09-24,589.72
2004-09-27,590.28
2004-09-28,602.22
2004-09-29,605.56
2004-09-30,611.03
2004-10-01,642.79
2004-10-04,649.31
2004-10-05,695.12
2004-10-06,704.04
2004-10-07,707.55
2004-10-08,707.14
2004-10-11,665.31
2004-10-12,637.86
2004-10-13,634.54
2004-10-14,636.11
2004-10-15,629.29
2004-10-18,638.71
2004-10-19,634.86
2004-10-20,605.4
2004-10-21,611.28
2004-10-22,623.12
2004-10-25,615.9
2004-10-26,627.86
2004-10-27,638.29
2004-10-28,624.92
2004-10-29,632.97
2004-11-01,622.67
2004-11-02,620.96
2004-11-03,620.48
2004-11-04,632.97
2004-11-05,636.02
2004-11-09,637.72
2004-11-10,627.76
2004-11-11,624.88
2004-11-12,626.8
2004-11-15,628.12
2004-11-16,632.06
2004-11-17,640.56
2004-11-18,642.04
2004-11-19,610.38
2004-11-22,614.46
2004-11-23,600.1
2004-11-24,586.7
2004-11-25,578.01
2004-11-26,575.91
2004-11-29,574.67
2004-11-30,570.76
2004-12-01,550.96
2004-12-02,551.63
2004-12-03,537.4
2004-12-06,538.5
2004-12-07,553.8
2004-12-08,520.39
2004-12-09,498
2004-12-10,495.24
2004-12-14,518.64
2004-12-15,519.02
2004-12-16,514.87
2004-12-17,496.59
2004-12-20,512.25
2004-12-21,534.9
2004-12-22,531.36
2004-12-23,544.82
2004-12-24,547.12
2004-12-27,555.78
2004-12-28,548.15
2004-12-29,546.55
2004-12-30,552.22
2005-01-11,547.85
2005-01-12,545.31
2005-01-13,543.9
2005-01-14,548.69
2005-01-17,544.04
2005-01-18,535.94
2005-01-19,543.52
2005-01-20,534.6
2005-01-21,537.72
2005-01-24,548.23
2005-01-25,553.96
2005-01-26,552.68
2005-01-27,557.13
2005-01-28,571.65
2005-01-31,575.74
2005-02-01,583.33
2005-02-02,587.98
2005-02-03,593.25
2005-02-04,592.79
2005-02-07,588.16
2005-02-08,596.45
2005-02-09,590.03
2005-02-10,590.81
2005-02-11,585.5
2005-02-14,585.65
2005-02-15,591.73
2005-02-16,593.87
2005-02-17,598.11
2005-02-18,600.67
2005-02-21,605.26
2005-02-22,603.62
2005-02-24,619.55
2005-02-25,625.33
2005-02-28,635.38
2005-03-01,622.73
2005-03-02,608.57
2005-03-03,608.94
2005-03-04,622.31
2005-03-09,623.74
2005-03-10,606.21
2005-03-11,608.45
2005-03-14,597.89
2005-03-15,595.16
2005-03-16,573.85
2005-03-17,584.31
2005-03-18,582.43
2005-03-21,572.03
2005-03-22,584.09
2005-03-23,573.76
2005-03-24,596.94
2005-03-25,602.4
2005-03-28,601.69
2005-03-29,596.89
2005-03-30,591.14
2005-03-31,598.04
2005-04-01,611.86
2005-04-04,605.32
2005-04-05,611.78
2005-04-06,626.45
2005-04-07,627.97
2005-04-08,631.13
2005-04-11,616.29
2005-04-12,615.94
2005-04-13,617.02
2005-04-14,608.31
2005-04-15,602.71
2005-04-18,591.12
2005-04-19,596.36
2005-04-20,594.91
2005-04-21,603.79
2005-04-22,609.78
2005-04-25,611.5
2005-04-26,605.85
2005-04-27,594.89
2005-04-28,595.68
2005-04-29,593.88
2005-05-03,597.45
2005-05-04,598.14
2005-05-05,599.49
2005-05-06,597.21
2005-05-11,589.25
2005-05-12,581.56
2005-05-13,580.04
2005-05-16,564.43
2005-05-17,587
2005-05-18,587.35
2005-05-19,586.8
2005-05-20,585.68
2005-05-23,587.07
2005-05-24,605.32
2005-05-25,595.75
2005-05-26,597.09
2005-05-27,597.33
2005-05-30,596.15
2005-05-31,603.89
2005-06-01,601.29
2005-06-02,606.95
2005-06-03,609.09
2005-06-06,606.33
2005-06-07,606.78
2005-06-08,606.89
2005-06-09,605.43
2005-06-10,611.19
2005-06-14,619.97
2005-06-15,616.69
2005-06-16,618.93
2005-06-17,624.07
2005-06-20,624.66
2005-06-21,621.02
2005-06-22,628.26
2005-06-23,632.39
2005-06-24,632.9
2005-06-27,628.38
2005-06-28,629.27
2005-06-29,630.27
2005-06-30,639.98
2005-07-01,649.08
2005-07-04,653.26
2005-07-05,652.53
2005-07-06,671.59
2005-07-07,671.73
2005-07-08,681.84
2005-07-11,683.42
2005-07-12,678.87
2005-07-13,686.44
2005-07-14,682.89
2005-07-15,676.39
2005-07-18,670.44
2005-07-19,679.66
2005-07-20,687.4
2005-07-21,684.82
2005-07-22,695.34
2005-07-25,702.46
2005-07-26,692.01
2005-07-27,697.27
2005-07-28,702.09
2005-07-29,700.65
2005-08-01,702.34
2005-08-02,709.94
2005-08-03,697.87
2005-08-04,712.28
2005-08-05,715.41
2005-08-08,718.53
2005-08-09,720.5
2005-08-10,721
2005-08-11,709.5
2005-08-12,705.08
2005-08-15,714.42
2005-08-16,738.15
2005-08-17,746.58
2005-08-18,743.99
2005-08-19,755.98
2005-08-22,760.54
2005-08-23,760.82
2005-08-24,761.93
2005-08-25,765.86
2005-08-26,768.5
2005-08-29,772.92
2005-08-30,778.38
2005-08-31,784.28
2005-09-01,790.97
2005-09-02,803.67
2005-09-05,797.46
2005-09-06,772.14
2005-09-07,758.01
2005-09-08,773.61
2005-09-09,794.92
2005-09-12,792.24
2005-09-13,786.26
2005-09-14,790
2005-09-15,801.45
2005-09-16,811.27
2005-09-19,834.06
2005-09-20,836.52
2005-09-21,858.85
2005-09-22,860.07
2005-09-23,864.56
2005-09-26,853.78
2005-09-27,891.71
2005-09-28,886.76
2005-09-29,879.19
2005-09-30,892.5
2005-10-03,932.87
2005-10-04,939.44
2005-10-05,898.99
2005-10-06,846.49
2005-10-07,843.49
2005-10-10,871.91
2005-10-11,901.55
2005-10-12,859.7
2005-10-13,841.45
2005-10-14,809.3
2005-10-17,819.87
2005-10-18,821.62
2005-10-19,786.56
2005-10-20,791.2
2005-10-21,797.95
2005-10-24,820.94
2005-10-25,812.1
2005-10-26,819.87
2005-10-27,800.31
2005-10-28,818.64
2005-10-31,842.52
2005-11-01,844.43
2005-11-02,873.34
2005-11-03,880.13
2005-11-07,880.45
2005-11-08,880.14
2005-11-09,884.85
2005-11-10,874.53
2005-11-11,880.31
2005-11-14,903.94
2005-11-15,904.86
2005-11-16,905.86
2005-11-17,929.99
2005-11-18,928.14
2005-11-21,930.12
2005-11-22,923.84
2005-11-23,920.52
2005-11-24,931.48
2005-11-25,940.63
2005-11-28,940.28
2005-11-29,937.65
2005-11-30,944.55
2005-12-01,970.34
2005-12-02,985.99
2005-12-05,985.81
2005-12-06,983.36
2005-12-07,991.76
2005-12-08,993.77
2005-12-09,994.96
2005-12-12,1003.17
2005-12-13,998.9
2005-12-14,997.07
2005-12-15,993.43
2005-12-16,996.15
2005-12-19,1000.44
2005-12-20,995.79
2005-12-21,1001.79
2005-12-22,1020.3
2005-12-23,1015.95
2005-12-26,1018.35
2005-12-27,1013.36
2005-12-28,1004.57
2005-12-29,1010.11
2005-12-30,1011
2006-01-10,1064.91
2006-01-11,1088.03
2006-01-12,1129.74
2006-01-13,1114.21
2006-01-16,1150.34
2006-01-17,1124.79
2006-01-18,1103.71
2006-01-19,1147.8
2006-01-20,1169.03
2006-01-23,1144.1
2006-01-24,1163.4
2006-01-25,1179.11
2006-01-26,1187.11
2006-01-27,1227.05
2006-01-30,1186.38
2006-01-31,1171.44
2006-02-01,1201.32
2006-02-02,1195.14
2006-02-03,1163.75
2006-02-06,1194.23
2006-02-07,1186.08
2006-02-08,1205.05
2006-02-09,1237.6
2006-02-10,1229.37
2006-02-13,1238.18
2006-02-14,1242.99
2006-02-15,1237.56
2006-02-16,1255.05
2006-02-17,1301.04
2006-02-20,1337.28
2006-02-21,1317.98
2006-02-22,1348.67
2006-02-27,1388.76
2006-02-28,1320.83
2006-03-01,1336.55
2006-03-02,1345.42
2006-03-03,1349.06
2006-03-06,1336.92
2006-03-07,1261.93
2006-03-09,1236.64
2006-03-10,1232.77
2006-03-13,1275.37
2006-03-14,1240.48
2006-03-15,1255.62
2006-03-16,1253.68
2006-03-17,1288.32
2006-03-20,1272.05
2006-03-21,1262.8
2006-03-22,1280.74
2006-03-23,1289.71
2006-03-24,1291.82
2006-03-27,1291.89
2006-03-28,1273.06
2006-03-29,1251.82
2006-03-30,1295.98
2006-03-31,1299.19
2006-04-03,1316.93
2006-04-04,1308.36
2006-04-05,1336.04
2006-04-06,1344.79
2006-04-07,1374.14
2006-04-10,1408.73
2006-04-11,1395.03
2006-04-12,1419.4
2006-04-13,1395.57
2006-04-14,1413.24
2006-04-17,1429.58
2006-04-18,1441.52
2006-04-19,1457.57
2006-04-20,1449.19
2006-04-21,1458.53
2006-04-24,1470.72
2006-04-25,1454.64
2006-04-26,1500.65
2006-04-27,1451.06
2006-04-28,1486.85
2006-05-02,1538.41
2006-05-03,1531.1
2006-05-04,1560.74
2006-05-05,1562.02
2006-05-10,1543.75
2006-05-11,1534.51
2006-05-12,1483.62
2006-05-15,1398.2
2006-05-16,1403.95
2006-05-17,1343.86
2006-05-18,1308.48
2006-05-19,1265.87
2006-05-22,1143.76
2006-05-23,1265.89
2006-05-24,1216.22
2006-05-25,1274.37
2006-05-26,1341.99
2006-05-29,1313.85
2006-05-30,1303.53
2006-05-31,1281.5
2006-06-01,1298.84
2006-06-02,1363.49
2006-06-05,1364.33
2006-06-06,1277.48
2006-06-07,1270.94
2006-06-08,1173.11
2006-06-09,1191.66
2006-06-13,1082.25
2006-06-14,1149.34
2006-06-15,1203.25
2006-06-16,1180.55
2006-06-19,1199.45
2006-06-20,1235.19
2006-06-21,1227.95
2006-06-22,1193.02
2006-06-23,1198.03
2006-06-26,1202.89
2006-06-27,1247.75
2006-06-28,1270.2
2006-06-29,1292.2
2006-06-30,1331.39
2006-07-03,1354.34
2006-07-04,1374.21
2006-07-05,1312.79
2006-07-06,1367.2
2006-07-07,1367.38
2006-07-10,1384.49
2006-07-11,1368.63
2006-07-12,1376.3
2006-07-13,1307.77
2006-07-14,1313.09
2006-07-17,1277.19
2006-07-18,1296.37
2006-07-19,1332.11
2006-07-20,1328.61
2006-07-21,1315.41
2006-07-24,1337.7
2006-07-25,1332.35
2006-07-26,1344.43
2006-07-27,1392.59
2006-07-28,1388.31
2006-07-31,1380.24
2006-08-01,1369.87
2006-08-02,1399.27
2006-08-03,1408.2
2006-08-04,1449.73
2006-08-07,1441.58
2006-08-08,1434.71
2006-08-09,1462.68
2006-08-10,1454.27
2006-08-11,1479.96
2006-08-14,1474.99
2006-08-15,1476.3
2006-08-16,1487.3
2006-08-17,1466.95
2006-08-18,1404.73
2006-08-21,1430.93
2006-08-22,1456.93
2006-08-23,1456.64
2006-08-24,1440.09
2006-08-25,1456.73
2006-08-28,1450.58
2006-08-29,1450.5
2006-08-30,1459.16
2006-08-31,1448.72
2006-09-01,1434.01
2006-09-04,1451.3
2006-09-05,1481.21
2006-09-06,1446.37
2006-09-07,1402.36
2006-09-08,1405.87
2006-09-11,1349.28
2006-09-12,1371.58
2006-09-13,1384.16
2006-09-14,1381.32
2006-09-15,1369.59
2006-09-18,1384.47
2006-09-19,1396.07
2006-09-20,1369.4
2006-09-21,1347.78
2006-09-22,1300.21
2006-09-25,1255.48
2006-09-26,1305.77
2006-09-27,1333.55
2006-09-28,1368.09
2006-09-29,1367.24
2006-10-02,1369.39
2006-10-03,1334.56
2006-10-04,1338.27
2006-10-05,1385.13
2006-10-06,1374.71
2006-10-09,1412.24
2006-10-10,1409.31
2006-10-11,1417.9
2006-10-12,1412.7
2006-10-13,1439.57
2006-10-16,1438.13
2006-10-17,1424.1
2006-10-18,1448.47
2006-10-19,1455.07
2006-10-20,1442.83
2006-10-23,1439.74
2006-10-24,1429.47
2006-10-25,1449.1
2006-10-26,1443.08
2006-10-27,1434.97
2006-10-30,1403.65
2006-10-31,1426.86
2006-11-01,1456
2006-11-02,1435.21
2006-11-03,1452.72
2006-11-07,1480.88
2006-11-08,1477.37
2006-11-09,1502.86
2006-11-10,1503.55
2006-11-13,1500.3
2006-11-14,1498.73
2006-11-15,1504.61
2006-11-16,1519.01
2006-11-17,1500.11
2006-11-20,1490.58
2006-11-21,1509.87
2006-11-22,1502.53
2006-11-23,1516.67
2006-11-24,1518.06
2006-11-27,1518.79
2006-11-28,1521.11
2006-11-29,1546.95
2006-11-30,1550.58
2006-12-01,1550.04
2006-12-04,1564.14
2006-12-05,1580.94
2006-12-06,1602.42
2006-12-07,1607.1
2006-12-08,1613.27
2006-12-11,1611.67
2006-12-12,1608.44
2006-12-13,1599.74
2006-12-14,1614.09
2006-12-15,1627.69
2006-12-18,1631.5
2006-12-19,1604.19
2006-12-20,1625.16
2006-12-21,1629.82
2006-12-22,1619.47
2006-12-25,1614.41
2006-12-26,1615.21
2006-12-27,1642.91
2006-12-28,1677.16
2006-12-29,1693.47
2007-01-09,1571.93
2007-01-10,1569.83
2007-01-11,1599.67
2007-01-12,1591.47
2007-01-15,1650.83
2007-01-16,1641.31
2007-01-17,1610.76
2007-01-18,1607.54
2007-01-19,1617.09
2007-01-22,1654.65
2007-01-23,1664.18
2007-01-24,1662.28
2007-01-25,1681.46
2007-01-26,1669.82
2007-01-29,1641.98
2007-01-30,1645.02
2007-01-31,1656.94
2007-02-01,1702.85
2007-02-02,1701.26
2007-02-05,1713.63
2007-02-06,1730.73
2007-02-07,1724.34
2007-02-08,1679.79
2007-02-09,1695.24
2007-02-12,1639.61
2007-02-13,1678.88
2007-02-14,1690.97
2007-02-15,1690.84
2007-02-16,1694.26
2007-02-19,1696.59
2007-02-20,1682.48
2007-02-21,1697.21
2007-02-22,1728.44
2007-02-26,1754.75
2007-02-27,1682.12
2007-02-28,1655.25
2007-03-01,1583.28
2007-03-02,1591.32
2007-03-05,1538.98
2007-03-06,1561.93
2007-03-07,1565.39
2007-03-09,1609.71
2007-03-12,1608.94
2007-03-13,1614.61
2007-03-14,1569.87
2007-03-15,1603.15
2007-03-16,1609.8
2007-03-19,1647.64
2007-03-20,1629.52
2007-03-21,1646.07
2007-03-22,1680.09
2007-03-23,1701.93
2007-03-26,1701.02
2007-03-27,1681.06
2007-03-28,1696.58
2007-03-29,1717.81
2007-03-30,1698.08
2007-04-02,1695.52
2007-04-03,1700.16
2007-04-04,1702.17
2007-04-05,1718.48
2007-04-06,1727.37
2007-04-09,1752.65
2007-04-10,1757.97
2007-04-11,1754.91
2007-04-12,1734.17
2007-04-13,1770.23
2007-04-16,1777.84
2007-04-17,1754.64
2007-04-18,1726.26
2007-04-19,1692.05
2007-04-20,1743.34
2007-04-23,1741.22
2007-04-24,1732.83
2007-04-25,1741.45
2007-04-26,1726.12
2007-04-27,1678.27
2007-05-02,1679.18
2007-05-03,1693.73
2007-05-04,1698.33
2007-05-07,1697.67
2007-05-08,1684.11
2007-05-10,1664.89
2007-05-11,1625.69
2007-05-14,1632.46
2007-05-15,1605.46
2007-05-16,1635.36
2007-05-17,1618.91
2007-05-18,1645.72
2007-05-21,1651.34
2007-05-22,1645.86
2007-05-23,1597.42
2007-05-24,1578.57
2007-05-25,1581.51
2007-05-28,1560.83
2007-05-29,1524.79
2007-05-30,1516.09
2007-05-31,1570.34
2007-06-01,1619.89
2007-06-04,1611.81
2007-06-05,1615.31
2007-06-06,1607.94
2007-06-07,1587.93
2007-06-08,1587.66
2007-06-13,1610.83
2007-06-14,1662.71
2007-06-15,1672.29
2007-06-18,1682.22
2007-06-19,1670.36
2007-06-20,1701.09
2007-06-21,1673.59
2007-06-22,1675.65
2007-06-25,1654.93
2007-06-26,1672.68
2007-06-27,1654.89
2007-06-28,1669.28
2007-06-29,1665.96
2007-07-02,1682.69
2007-07-03,1705.49
2007-07-04,1702.04
2007-07-05,1729.26
2007-07-06,1734.63
2007-07-09,1753.75
2007-07-10,1723.3
2007-07-11,1737.63
2007-07-12,1787.79
2007-07-13,1791.55
2007-07-16,1792.99
2007-07-17,1789.88
2007-07-18,1767.64
2007-07-19,1799.74
2007-07-20,1791.6
2007-07-23,1807.28
2007-07-24,1766.92
2007-07-25,1780.62
2007-07-26,1724.28
2007-07-27,1703.01
2007-07-30,1702.63
2007-07-31,1734.42
2007-08-01,1693.14
2007-08-02,1712.2
2007-08-03,1715.47
2007-08-06,1689.42
2007-08-07,1692.1
2007-08-08,1725.32
2007-08-09,1676.36
2007-08-10,1644.13
2007-08-13,1680.03
2007-08-14,1676.85
2007-08-15,1639.68
2007-08-16,1599.39
2007-08-17,1637.81
2007-08-20,1621.98
2007-08-21,1606.62
2007-08-22,1632.99
2007-08-23,1634.06
2007-08-24,1634.01
2007-08-27,1656.32
2007-08-28,1642.29
2007-08-29,1640.78
2007-08-30,1641.06
2007-08-31,1677.02
2007-09-03,1678.74
2007-09-04,1663.23
2007-09-05,1654
2007-09-06,1673.14
2007-09-07,1638.11
2007-09-10,1641.04
2007-09-11,1648.65
2007-09-12,1635.69
2007-09-13,1666.49
2007-09-14,1660.08
2007-09-17,1648.23
2007-09-18,1669.06
2007-09-19,1730.74
2007-09-20,1716.6
2007-09-21,1725.11
2007-09-24,1736.37
2007-09-25,1703.72
2007-09-26,1744.91
2007-09-27,1755.48
2007-09-28,1759.44
2007-10-01,1733.39
2007-10-02,1795.06
2007-10-03,1778.66
2007-10-04,1777.82
2007-10-05,1802.45
2007-10-08,1808.42
2007-10-09,1827.99
2007-10-10,1817.97
2007-10-11,1848.82
2007-10-12,1835.21
2007-10-15,1839.38
2007-10-16,1821.53
2007-10-17,1827.74
